Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
55,8,6,5,2,Some Random Commen with Id 55
56,9,0,5,7,Some Random Commen with Id 56
57,10,6,83,6,Some Random Commen with Id 57
58,10,6,158,7,Some Random Commen with Id 58
59,11,1,143,3,Some Random Commen with Id 59
60,11,1,11,8,Some Random Commen with Id 60
61,11,1,74,7,Some Random Commen with Id 61
62,12,3,159,3,Some Random Commen with Id 62
63,12,3,177,8,Some Random Commen with Id 63
64,12,3,152,2,Some Random Commen with Id 64
65,12,3,12,1,Some Random Commen with Id 65
66,13,2,140,1,Some Random Commen with Id 66
67,13,2,173,5,Some Random Commen with Id 67
68,13,2,68,6,Some Random Commen with Id 68
69,14,1,84,5,Some Random Commen with Id 69
70,14,1,83,2,Some Random Commen with Id 70
71,14,1,18,3,Some Random Commen with Id 71
72,15,6,99,6,Some Random Commen with Id 72
73,15,6,20,2,Some Random Commen with Id 73
74,15,6,38,0,Some Random Commen with Id 74
75,15,6,55,2,Some Random Commen with Id 75
76,15,6,110,2,Some Random Commen with Id 76
77,16,2,146,4,Some Random Commen with Id 77
78,16,2,38,0,Some Random Commen with Id 78
79,16,2,43,7,Some Random Commen with Id 79
80,16,2,118,7,Some Random Commen with Id 80
81,17,3,82,4,Some Random Commen with Id 81
82,17,3,42,8,Some Random Commen with Id 82
83,17,3,167,9,Some Random Commen with Id 83
84,17,3,168,3,Some Random Commen with Id 84
85,17,3,138,9,Some Random Commen with Id 85
86,17,3,166,3,Some Random Commen with Id 86
87,17,3,146,6,Some Random Commen with Id 87
88,17,3,103,5,Some Random Commen with Id 88
89,17,3,31,3,Some Random Commen with Id 89
90,18,3,125,7,Some Random Commen with Id 90
91,18,3,182,8,Some Random Commen with Id 91
92,18,3,73,0,Some Random Commen with Id 92
93,18,3,103,4,Some Random Commen with Id 93
94,18,3,198,7,Some Random Commen with Id 94
95,18,3,42,3,Some Random Commen with Id 95
96,18,3,157,5,Some Random Commen with Id 96
97,18,3,34,5,Some Random Commen with Id 97
98,18,3,111,3,Some Random Commen with Id 98
99,19,9,127,9,Some Random Commen with Id 99
100,19,9,144,9,Some Random Commen with Id 100
101,19,9,161,0,Some Random Commen with Id 101
102,19,9,13,9,Some Random Commen with Id 102
103,19,9,162,9,Some Random Commen with Id 103
104,19,9,123,4,Some Random Commen with Id 104
105,19,9,58,5,Some Random Commen with Id 105
106,20,2,77,0,Some Random Commen with Id 106
107,20,2,11,8,Some Random Commen with Id 107
108,20,2,129,6,Some Random Commen with Id 108
109,20,2,178,2,Some Random Commen with Id 109
110,22,0,110,9,Some Random Commen with Id 110
111,22,0,17,0,Some Random Commen with Id 111
112,22,0,143,8,Some Random Commen with Id 112
113,22,0,43,6,Some Random Commen with Id 113
114,22,0,61,0,Some Random Commen with Id 114
115,22,0,195,8,Some Random Commen with Id 115
116,23,9,19,8,Some Random Commen with Id 116
117,23,9,121,7,Some Random Commen with Id 117
118,23,9,184,2,Some Random Commen with Id 118
119,23,9,124,8,Some Random Commen with Id 119
120,23,9,83,5,Some Random Commen with Id 120
121,23,9,3,5,Some Random Commen with Id 121
122,23,9,164,7,Some Random Commen with Id 122
123,23,9,189,9,Some Random Commen with Id 123
124,24,0,18,1,Some Random Commen with Id 124
125,24,0,60,8,Some Random Commen with Id 125
126,24,0,164,6,Some Random Commen with Id 126
127,25,2,121,1,Some Random Commen with Id 127
128,25,2,31,1,Some Random Commen with Id 128
129,26,4,61,5,Some Random Commen with Id 129
130,26,4,150,9,Some Random Commen with Id 130
131,26,4,110,6,Some Random Commen with Id 131
132,26,4,20,3,Some Random Commen with Id 132
133,27,6,135,8,Some Random Commen with Id 133
134,27,6,53,5,Some Random Commen with Id 134
135,27,6,131,0,Some Random Commen with Id 135
136,27,6,146,0,Some Random Commen with Id 136
137,27,6,140,3,Some Random Commen with Id 137
138,27,6,170,9,Some Random Commen with Id 138
139,27,6,51,9,Some Random Commen with Id 139
140,28,4,66,4,Some Random Commen with Id 140
141,28,4,195,7,Some Random Commen with Id 141
142,29,0,0,7,Some Random Commen with Id 142
143,29,0,76,6,Some Random Commen with Id 143
144,29,0,18,5,Some Random Commen with Id 144
145,29,0,184,7,Some Random Commen with Id 145
146,30,2,177,5,Some Random Commen with Id 146
147,30,2,114,1,Some Random Commen with Id 147
148,31,8,184,1,Some Random Commen with Id 148
149,31,8,67,0,Some Random Commen with Id 149
150,31,8,56,0,Some Random Commen with Id 150
151,31,8,105,9,Some Random Commen with Id 151
152,31,8,165,7,Some Random Commen with Id 152
153,31,8,195,8,Some Random Commen with Id 153
154,31,8,188,2,Some Random Commen with Id 154
155,31,8,116,1,Some Random Commen with Id 155
156,31,8,102,6,Some Random Commen with Id 156
157,32,8,79,7,Some Random Commen with Id 157
158,32,8,36,6,Some Random Commen with Id 158
159,32,8,63,7,Some Random Commen with Id 159
160,32,8,31,7,Some Random Commen with Id 160
161,33,5,23,8,Some Random Commen with Id 161
162,33,5,131,8,Some Random Commen with Id 162
163,33,5,121,1,Some Random Commen with Id 163
164,33,5,66,4,Some Random Commen with Id 164
165,33,5,185,7,Some Random Commen with Id 165
166,33,5,123,5,Some Random Commen with Id 166
167,34,0,166,4,Some Random Commen with Id 167
168,35,6,35,9,Some Random Commen with Id 168
169,36,1,187,8,Some Random Commen with Id 169
170,36,1,101,5,Some Random Commen with Id 170
171,36,1,122,0,Some Random Commen with Id 171
172,36,1,155,0,Some Random Commen with Id 172
173,36,1,91,7,Some Random Commen with Id 173
174,36,1,156,3,Some Random Commen with Id 174
175,36,1,71,4,Some Random Commen with Id 175
176,36,1,107,7,Some Random Commen with Id 176
177,37,6,111,3,Some Random Commen with Id 177
178,38,2,8,5,Some Random Commen with Id 178
179,38,2,165,8,Some Random Commen with Id 179
180,38,2,140,4,Some Random Commen with Id 180
181,38,2,139,0,Some Random Commen with Id 181
182,38,2,176,3,Some Random Commen with Id 182
183,38,2,40,7,Some Random Commen with Id 183
184,39,7,28,2,Some Random Commen with Id 184
185,39,7,113,2,Some Random Commen with Id 185
